Task Type,Task Complexity,Execution Time,Energy Consumption,Cost
Route Detection,5.167954380527879,2.983691063561157,0.27498463823968217,0.2881166808800416
Vehicle Detection (Tram),5.426141811046673,3.617427874031115,0.5706581451024189,0.3141649217736673
Pedestrian Detection,3.5444967174810227,3.69303328210353,0.6012379007327889,0.0369879012537034
Pedestrian Detection,3.4275901742679062,3.3555384959352037,0.6038612020363405,0.18464853804581202
Pedestrian Detection,1.6803215377816052,1.4642579399628353,0.5034127478391092,0.34708153432215666
Vehicle Detection (Metro),7.712659135039484,5.14177275669299,0.7689941007872471,0.26264944934617307
Vehicle Detection (Bus),3.9615968533125328,2.778328406461208,0.40387159379126036,0.14009989789951094
Vehicle Detection (Metro),6.511319232210724,4.340879488140483,0.9708290550968564,0.45044998019267707
Vehicle Detection (Tram),5.02888920862879,3.352592805752527,0.7800760446192421,0.4309711405355933
Vehicle Detection (Tram),7.685322388740408,5.123548259160272,0.48197126220537323,0.14796869973940904
Vehicle Detection (Bus),5.268961500930733,3.512641000620489,0.9290673670231308,0.1725908036686343
Pedestrian Detection,3.5111438549196254,2.0474332098435224,0.20830416466708015,0.1793566699918895
Pedestrian Detection,2.870928078383553,1.657515105759282,0.19113013312558838,0.3292917778526698
Vehicle Detection (Bus),3.847690295426881,2.698443996922841,0.5065247555371951,0.28496863438599074
Vehicle Detection (Bus),5.055937224324902,3.3706248162166013,0.8939695873304109,0.391192804655712
Vehicle Detection (Metro),8.808047702563268,5.872031801708846,0.8211129620706724,0.4773493966317218
Vehicle Detection (Metro),8.477537633000187,5.6516917553334585,0.4114144536858527,0.10072768668708723
Vehicle Detection (Bus),4.216482985485842,2.4360644118258024,0.6162613043157887,0.043559328899288256
Vehicle Detection (Tram),6.130460473890657,4.086973649260438,0.4958314456597972,0.3249304404451431
Vehicle Detection (Bus),6.553298555971626,4.368865703981084,0.657279003286853,0.23411879420094212
Vehicle Detection (Metro),6.8456957025658225,4.563797135043882,0.12165785273517027,0.49731576044463566
Vehicle Detection (Bus),5.155234899642883,3.4368232664285885,0.8418152206417512,0.4286164763843266
Vehicle Detection (Tram),5.421887764733501,3.6145918431556674,0.6748270636056793,0.3281571332102105
Pedestrian Detection,1.7920758923321642,1.2568102062272046,0.13093325893230442,0.23639913613215285
Pedestrian Detection,2.6927480060961355,2.3465018804977213,0.6304374231149813,0.27839774150671703
Route Detection,4.648908098196627,5.530375737122125,0.1807102879445713,0.11068971177804549
Pedestrian Detection,1.9142470356962398,1.1059523055481577,0.6491249030614274,0.2024306512496008
Pedestrian Detection,2.7183946416071993,1.906451699252041,0.17836735870724885,0.05987423080341547
Route Detection,4.276690437038196,2.4708491436884206,0.6912400651248696,0.3288323252267425
Pedestrian Detection,3.1562494533896666,1.8235166594325216,0.7169691324222831,0.2807830941339822
Vehicle Detection (Metro),6.357057630471554,4.2380384203143695,0.49809724384416043,0.2975167050062395
Vehicle Detection (Bus),5.37897103784288,3.5859806918952533,0.9099408534623709,0.08735546601049066
Route Detection,5.666162033350818,10.775316090167673,0.4234209882563111,0.1636022031419447
Vehicle Detection (Bus),3.212190485114555,3.346801341775498,0.6574901670848287,0.32002202208510533
Vehicle Detection (Metro),6.339690768764128,4.226460512509418,0.5076048679554445,0.49537326074298454
Vehicle Detection (Metro),7.162015150779901,4.774676767186601,0.3972851525604386,0.14414221023059032
Vehicle Detection (Bus),6.512410292399476,4.341606861599651,0.4681174562747783,0.12165281369276686
Vehicle Detection (Metro),6.149607039915617,4.099738026610411,0.20304905117609662,0.14884792057857116
Pedestrian Detection,3.7091014529068866,2.7131919802435216,0.7681780034120032,0.2870528196819234
Route Detection,5.060405713035432,4.954030473835058,0.285036542681918,0.29039968529092897
Pedestrian Detection,3.332798284857458,3.2627392352747226,0.17168464069805095,0.3335792202118149
Route Detection,6.6049903740893345,4.831522442860158,0.43852871512892266,0.27566431740795155
Route Detection,6.372699765685721,12.118935872081433,0.5464705446797848,0.06962730113849659
Pedestrian Detection,1.6652370353086392,1.735020874375839,0.23850241805415917,0.3249690735763464
Route Detection,6.226279700775505,11.840489461254489,0.3663930005407199,0.3225976823582476
Route Detection,6.686860319694907,7.954738895335611,0.19431677849910656,0.2830938310567264
Pedestrian Detection,3.581229196061049,2.619653966744899,0.4476307503664047,0.2738399629068642
Vehicle Detection (Metro),8.03059048029818,5.353726986865453,0.6197099616797858,0.47674969464871525
Vehicle Detection (Tram),7.918840597411071,5.279227064940714,0.30073758702573317,0.138725880226723
Vehicle Detection (Metro),6.323204151011492,4.2154694340076615,0.9776705989909492,0.060969013189485624
Vehicle Detection (Tram),5.259314737933337,3.5062098252888916,0.9743975583744965,0.20279110167550102
Vehicle Detection (Metro),6.663876601383096,4.4425844009220645,0.5793127449443638,0.2164374111526714
Vehicle Detection (Bus),3.0982485295025346,2.699861251133889,0.6372408235362023,0.28319834360861285
Vehicle Detection (Tram),7.191940133426661,4.794626755617774,0.4561027369244318,0.25687934745278823
Vehicle Detection (Tram),6.839995463738062,4.559996975825375,0.6672972793402777,0.11072285764360196
Route Detection,5.978487973430399,3.4516483363597494,0.7362611496365,0.19139147519754468
Vehicle Detection (Tram),7.330992439802988,4.887328293201992,0.4444425135632353,0.2896936489141727
Vehicle Detection (Tram),6.685105785331215,4.45673719022081,0.7724273095728323,0.2120762138951588
Vehicle Detection (Bus),3.404981676753887,2.967153216519003,0.3349801066774494,0.11278650433312053
Route Detection,5.049773907121921,9.60313342838545,0.6157770749636432,0.23693704813523592
Vehicle Detection (Bus),6.853230144096653,4.568820096064435,0.47557075719373276,0.277720647096312
Route Detection,6.7794944242695205,3.9168390229449654,0.29410574666222394,0.28908673481389763
Vehicle Detection (Bus),5.996264266970883,3.997509511313922,0.853316779760388,0.2111966842422957
Vehicle Detection (Bus),3.7361441309994508,3.89271191999365,0.3274225537213766,0.195470375128617
Route Detection,5.565326560772286,4.071012773266057,0.6348306944725015,0.3392726750362995
Vehicle Detection (Metro),7.467211713363189,4.978141142242126,0.8842947127615816,0.3397354070211705
Vehicle Detection (Tram),6.054088500721269,4.036059000480846,0.19608417380313148,0.40447298302067997
Vehicle Detection (Bus),6.147727206407521,4.09848480427168,0.5412579154579854,0.12744652288458755
Vehicle Detection (Metro),6.951833652439982,4.634555768293321,0.6453078260833183,0.45159667522532465
Route Detection,6.155983765926086,4.317285478527513,0.1810778121072489,0.18549367084523277
Route Detection,5.508120479320186,5.738945151689058,0.4738395664998767,0.05923328791582526
Route Detection,6.6049903740893345,7.857345797598918,0.11304466103120109,0.29269507259815875
Vehicle Detection (Tram),5.120600551556259,3.413733701037506,0.376438836322575,0.12734799521316814
Vehicle Detection (Bus),5.486197776334885,3.657465184223257,0.5972061357703112,0.14758388580947068
Vehicle Detection (Tram),6.65467835611984,4.436452237413227,0.9387680860222928,0.46912419752070195
Vehicle Detection (Bus),4.410401991066937,4.595225398329934,0.5285138591146843,0.12274310826436705
Vehicle Detection (Tram),5.768053150088387,3.8453687667255916,0.3869877059454879,0.26880001579134866
Pedestrian Detection,1.3182321989962573,1.1487277409080108,0.3851858144641394,0.21774192224693312
Vehicle Detection (Tram),5.2682546197824935,3.5121697465216624,0.10448596514935644,0.18149497445271295
Vehicle Detection (Tram),6.351434170805669,4.234289447203779,0.7906689318004106,0.13775284528481357
Vehicle Detection (Bus),5.671008475588333,3.7806723170588885,0.7809258093742716,0.42218533628872135
Pedestrian Detection,2.680843167602404,2.3361278217854613,0.5569453054205373,0.19365058026017465
Vehicle Detection (Metro),8.345897506709738,5.563931671139826,0.6119694408531658,0.3802695414883956
Pedestrian Detection,2.620412412246054,1.5128812140297314,0.46350340261266193,0.33272799407306775
Route Detection,5.9078755602916155,7.028052817229864,0.3103577563296831,0.3438189119564652
Pedestrian Detection,3.5111438549196254,4.176882909844017,0.6365433488946669,0.32313626683118307
Route Detection,5.5678737387711,5.8012024461529155,0.12348077169753241,0.11314939724974864
Vehicle Detection (Tram),5.390110470452072,3.5934069803013813,0.4104132625249899,0.09766582210028671
Pedestrian Detection,2.9283878846093585,5.568902707962786,0.7523830089431058,0.06277689875414397
Vehicle Detection (Bus),4.215633822720201,4.127016608666023,0.3432088047027077,0.23998240029747966
Vehicle Detection (Bus),4.116001366616722,2.378011362255272,0.7019231553641633,0.3046551612337978
Pedestrian Detection,1.149584972110678,0.6637067890952386,0.24724247715052117,0.14602006053338012
Vehicle Detection (Metro),7.942884997444808,5.295256664963206,0.10904867708270694,0.41802449938722974
Pedestrian Detection,2.1821603261201394,1.2724706550092688,0.1378851922765694,0.2580282924880303
Pedestrian Detection,2.6417728538308447,5.023848130516252,0.499994479309002,0.3272820373835774
Pedestrian Detection,1.7316613998316157,3.2930930733185066,0.3167260490820203,0.09655006201783062
Vehicle Detection (Tram),7.454355607374011,4.969570404916007,0.5703089476010698,0.45984813113660755
Route Detection,6.797950776374375,3.9275021425850842,0.38345331502954383,0.2732270533905549
Pedestrian Detection,2.409783394844644,1.3922474224601646,0.6083799503920448,0.3264984400059599
Pedestrian Detection,3.178643702769552,2.229231398454712,0.49803878292031467,0.19929124549580807
Pedestrian Detection,2.600181103375217,2.709144942045716,0.5472710220550056,0.14656895577205534
Vehicle Detection (Metro),7.043696682360928,4.695797788240619,0.9921340081617286,0.2842574562253428
Vehicle Detection (Bus),4.824925378522556,4.7235001924071085,0.2448845066146107,0.29529741493843664
Route Detection,4.92080257330806,5.127014954834602,0.703424938346135,0.13370877667724332
Pedestrian Detection,1.9666146992942772,2.049028146012573,0.6636639603814807,0.1098591562272216
Vehicle Detection (Bus),3.517553337095554,2.030840770777023,0.6824586484653021,0.16724692712769407
Vehicle Detection (Metro),7.001973466112415,4.66798231074161,0.22669615897377013,0.3553246556004244
Route Detection,6.135581950208682,11.668009937147628,0.09589427610196279,0.2197197458658755
Route Detection,6.805244157703083,5.930194053489279,0.19447307209448503,0.043341213534205274
Vehicle Detection (Tram),6.65477665188859,4.436517767925727,0.581204475397835,0.17305189415944902
Vehicle Detection (Bus),4.250653285738117,3.109334848908474,0.6641419947082011,0.19722739737259726
Vehicle Detection (Bus),3.95072660698697,3.867678031108766,0.7274667588485011,0.34551654436140306
Route Detection,6.602468812225206,3.811900365588245,0.4545089865524182,0.24317422885321988
Vehicle Detection (Bus),6.22297263669493,4.148648424463286,0.43714980518908275,0.2791950666291724
Route Detection,6.03814202782632,3.4885241937819678,0.2709357901019298,0.2947675443145371
Route Detection,4.850120496577213,9.223453391980453,0.3372159285992644,0.30004882648365844
Route Detection,5.187669389678252,6.1712901866175605,0.37975705249085706,0.3130335714183598
Route Detection,6.074345309521334,6.3288983410299515,0.7322646930514123,0.30484287433017626
Vehicle Detection (Metro),7.413870135210728,4.942580090140486,0.5548493786691766,0.24902710034049785
Vehicle Detection (Metro),6.45194441253349,4.3012962750223265,0.41852534275481856,0.3967905091075836
Vehicle Detection (Metro),7.511113075811056,5.007408717207371,0.9486052047588062,0.06959339196171645
Vehicle Detection (Bus),5.217868056996245,3.4785787046641636,0.15392201895010524,0.23194612705569717
Vehicle Detection (Tram),5.223591308881264,3.482394205920843,0.6996323056913674,0.4749106079027433
Pedestrian Detection,3.9670725084139384,4.133317639662633,0.27696610378349784,0.3375207948300794
Vehicle Detection (Tram),5.549333052783409,3.6995553685222724,0.566866413875233,0.15460583707508485
Vehicle Detection (Tram),6.531144219645542,4.354096146430361,0.47351864405436184,0.3178005496786606
Route Detection,5.378487100392295,3.1074099100675276,0.31041477376438475,0.26416107160171287
Pedestrian Detection,1.5570162236225888,0.9079339543560261,0.2124083992687215,0.3231104777189537
Vehicle Detection (Bus),5.824531903648604,3.8830212690990695,0.5483413000451048,0.13791117074432047
Vehicle Detection (Tram),6.074979324418933,4.049986216279289,0.8535610180742773,0.3192919757308125
Vehicle Detection (Bus),6.085254296977862,4.056836197985241,0.6978870410286889,0.16723023390979735
Vehicle Detection (Tram),7.955790185230195,5.303860123486797,0.6018902699668015,0.16708344782123047
Route Detection,6.936491714712318,4.004746717508588,0.2003881739946709,0.3337978227222786
Route Detection,6.240928159678438,4.376858279817086,0.12220549404767454,0.3281536522347647
Vehicle Detection (Bus),6.56800157584475,4.378667717229834,0.13153856599889494,0.11021317802547434
Vehicle Detection (Tram),7.358015327381621,4.905343551587747,0.5071264261235972,0.12859809101905717
Vehicle Detection (Metro),8.704783110507439,5.8031887403382925,0.13984896661898563,0.15464491102799283
Vehicle Detection (Tram),6.421694190176833,4.281129460117889,0.5634337318386605,0.3353813394949059
Vehicle Detection (Metro),8.181004786964367,5.454003191309578,0.8621210655782671,0.1467609262077505
Vehicle Detection (Tram),6.953737392496797,4.635824928331198,0.11216354946807788,0.09071283844965614
Route Detection,5.177310581396418,3.787180730164655,0.3315185793160465,0.3329782509052228
Vehicle Detection (Metro),6.87050372955406,4.580335819702706,0.3118959360954003,0.26022671724776786
Vehicle Detection (Tram),6.830155657557022,4.5534371050380145,0.27162419299201174,0.18900679374156637
Vehicle Detection (Bus),4.246573613710396,2.4534492106734778,0.28553654712457066,0.26109794154182736
Vehicle Detection (Tram),5.017490491108423,3.3449936607389485,0.2517624715725111,0.42250937926109267
Route Detection,6.784603645729661,12.902251717995428,0.36653166319695907,0.06945116441537942
Vehicle Detection (Bus),3.4982093836698374,2.021083309005986,0.4821705716320204,0.2850208124070152
Route Detection,4.461049252314295,5.306897453334492,0.2449422015946312,0.25307540160838154
Route Detection,4.359155512857747,3.057142369099917,0.20696309974827562,0.14397105969908802
Vehicle Detection (Bus),6.011746054833284,4.007830703222189,0.36421868702897664,0.3198360694507644
Vehicle Detection (Bus),5.407815668481552,3.605210445654368,0.3223032434064904,0.3237072258401565
Vehicle Detection (Tram),7.700894985415336,5.133929990276891,0.6801071569999149,0.3891767669779118
Vehicle Detection (Metro),7.826506082702542,5.217670721801695,0.9099479996932904,0.39647780422236467
Route Detection,4.965446939846436,2.8667744662818784,0.3328924171591945,0.2333114030043771
Vehicle Detection (Bus),4.662754597567888,3.2700610462036988,0.20248185912825598,0.09030512772999648
Vehicle Detection (Metro),6.733715832419695,4.489143888279797,0.6828548360846369,0.11881441941900381
Route Detection,4.549960860149777,3.3282770700449205,0.429057888682679,0.0511003216707715
Vehicle Detection (Bus),6.393181588707245,4.262121059138163,0.41355254226120874,0.26870027604087277
Vehicle Detection (Bus),4.386549104104933,2.5579032598649767,0.5465947377283085,0.18072659782739245
Vehicle Detection (Metro),7.975498134832321,5.316998756554881,0.9399305517791794,0.1472698426136878
Vehicle Detection (Metro),8.359564475978427,5.573042983985618,0.33481471183293476,0.4389905829935433
Vehicle Detection (Tram),7.020203278571485,4.680135519047657,0.4672384887435279,0.25889128027670366
Vehicle Detection (Bus),6.328010941211378,4.218673960807585,0.6305904216878206,0.3416567200765088
Vehicle Detection (Bus),4.009811022278773,3.925520427644347,0.5569544402711104,0.17555673450274165
Vehicle Detection (Tram),5.423909243331048,3.615939495554032,0.6945108307672909,0.2935599603352576
Pedestrian Detection,1.2496844139737728,0.9141388481492377,0.17348532019393206,0.23740930844023173
Vehicle Detection (Metro),7.9474815811534665,5.298321054102311,0.14589820574073978,0.11901513996659537
Vehicle Detection (Bus),5.947490236657568,3.9649934911050457,0.19455904067459706,0.45526218386577616
Pedestrian Detection,2.722924760293182,1.9918079125724684,0.5878973506386755,0.1884458303773821
Route Detection,4.9434174052344595,3.6160888638855684,0.7787926732942437,0.23912008205613047
Vehicle Detection (Tram),7.915269550965289,5.276846367310193,0.47627539127405094,0.4972863589392909
Vehicle Detection (Tram),5.350047441241647,3.566698294161098,0.934655469135154,0.2590152174954241
Pedestrian Detection,1.4265137900225275,1.0004359180854685,0.5827062814753033,0.09080903210301434
Vehicle Detection (Tram),5.551105566714666,3.700737044476444,0.40173076872667157,0.24344238461380935
Vehicle Detection (Metro),8.006718975369179,5.337812650246119,0.4311331862331158,0.269284163762386
Vehicle Detection (Metro),7.505749023517272,5.003832682344848,0.21270876955931015,0.28586111768524836
Vehicle Detection (Tram),7.637024614587618,5.091349743058412,0.5759415174129794,0.08272870152659655
Vehicle Detection (Bus),6.537165017413993,4.3581100116093285,0.5374660637761818,0.12384665642382511
Vehicle Detection (Tram),5.254805910968306,3.5032039406455375,0.4325994777989749,0.31819930850693146
Pedestrian Detection,2.234255515126099,2.1872890309479502,0.6906727161107055,0.1712116204404614
Vehicle Detection (Metro),7.897217404739845,5.264811603159896,0.6753815436960731,0.30627186991236105
Route Detection,6.402450026725054,3.6964205801842183,0.6464202662108356,0.20651083897392722
Pedestrian Detection,1.563582451662113,1.1437539312855372,0.26989516374225353,0.22652911232646977
Vehicle Detection (Bus),4.003017467245382,2.31273514572238,0.7473981584044282,0.08120377198850783
Vehicle Detection (Tram),6.504047088460798,4.3360313923071985,0.28358592191380405,0.4680535437029261
Vehicle Detection (Metro),7.142709335506543,4.761806223671029,0.528653886755518,0.2500799745569933
Vehicle Detection (Tram),5.983800567729549,3.989200378486366,0.5574584051843127,0.35428038703642606
Vehicle Detection (Tram),6.062736657785463,4.0418244385236415,0.40179597444667636,0.432971942091709
Vehicle Detection (Bus),4.418312423418812,4.603467327235447,0.5223622861491781,0.2316258854391962
Vehicle Detection (Metro),8.42530993204759,5.6168732880317265,0.8525154610695778,0.1231064035012786
Vehicle Detection (Tram),5.159553707562064,3.4397024717080424,0.29345442020432255,0.2922506293505336
Vehicle Detection (Tram),7.235365052000526,4.8235767013336845,0.7384266050068131,0.24100475628353923
Vehicle Detection (Metro),7.6296344804487735,5.086422986965849,0.6386599971432259,0.08448110654947787
Vehicle Detection (Metro),7.9272496229615355,5.284833081974357,0.8462003407709989,0.48863351382158027
Vehicle Detection (Bus),3.5310685875698438,2.4763923552203506,0.5046743133719784,0.23604741265874196
Vehicle Detection (Metro),6.594450744604585,4.3963004964030565,0.961297337602902,0.24540406036778717
Vehicle Detection (Tram),5.009474949954803,3.3396499666365353,0.1602515006472691,0.3928184953807012
Vehicle Detection (Bus),4.9614791282634005,5.169396111660202,0.7891225635061443,0.3287603255654035
Vehicle Detection (Bus),4.006348328505296,4.174239362079229,0.29787790833174727,0.040988003354788846
Pedestrian Detection,2.5096696585005738,2.186964602616969,0.7710182741420593,0.04184479778438467
Pedestrian Detection,2.1643408468795147,1.2504434929046881,0.6483597181950433,0.2788153183653315
Route Detection,6.261406193907963,7.4486154949992285,0.6891184380825599,0.09129014517651457
Pedestrian Detection,2.289122491170699,1.3348428898051834,0.26057735561005785,0.11386548373829196
Vehicle Detection (Bus),3.930540119263096,4.095254315088672,0.3027620003371181,0.12235826019629839
Vehicle Detection (Tram),6.55451081314659,4.36967387543106,0.4538553468600287,0.31927232297578506
Vehicle Detection (Tram),7.211942086625224,4.807961391083483,0.877895749442399,0.056813197817641437
Route Detection,4.868155105364976,2.838739409502692,0.3200289031367781,0.1327952953994993
Vehicle Detection (Metro),8.54150919779538,5.6943394651969195,0.8024863108445434,0.4593659443486795
Route Detection,4.574914593121185,2.6431475392662795,0.6229423183769603,0.14408371471135215
Route Detection,5.122571057667956,3.5925373556712414,0.15067899903875778,0.081213352944401
Vehicle Detection (Tram),5.306369487399304,3.537579658266203,0.7588848287078979,0.20404184884515925
Vehicle Detection (Bus),5.197706136841795,3.4651374245611968,0.8765699747468068,0.18424564844282454
Vehicle Detection (Tram),5.6292230686763105,3.7528153791175405,0.2509245704616,0.45639820644931106
Pedestrian Detection,3.1873611500003936,3.7917085898612872,0.7602296451773194,0.34677401086337556
Vehicle Detection (Metro),7.539807716208497,5.026538477472331,0.1856435340642965,0.29586664405024504
Vehicle Detection (Tram),6.814494432351685,4.542996288234456,0.9158248071589228,0.209234815271866
Vehicle Detection (Metro),8.463102412279916,5.642068274853277,0.6854110462635437,0.4666880240335161
Vehicle Detection (Bus),6.099205962389567,4.066137308259711,0.7514656423498655,0.15455276901644258
Vehicle Detection (Metro),7.304440407751356,4.869626938500904,0.35625539477091195,0.38034403996322075
Pedestrian Detection,2.596175380850712,2.5416009469406573,0.7657531956302358,0.15861948429080713
Vehicle Detection (Tram),7.8333307673172925,5.222220511544862,0.2514904651373375,0.27883771597168494
Pedestrian Detection,3.7628858759741757,4.476357095146634,0.5342984846256076,0.11034633854670808
Route Detection,5.547262372655453,10.549205114261008,0.3121253996683902,0.3211999954567642
Pedestrian Detection,1.1856620516707657,1.0332040828111975,0.47853080450478513,0.03777010021803814
Vehicle Detection (Tram),5.321161897188371,3.5474412647922473,0.38868814054136747,0.1881375029424715
Vehicle Detection (Bus),4.506974038800962,2.603895023112668,0.7143940171727756,0.11095336737284713
Pedestrian Detection,3.495444122148119,2.0194856848235485,0.696293909172675,0.2341971949613602
Route Detection,5.633366895967971,4.120783989861207,0.7014869062055838,0.06203422840299613
Vehicle Detection (Tram),6.231485500431862,4.154323666954575,0.4101178435253383,0.34379668932203417
Vehicle Detection (Metro),6.762160128428643,4.508106752285761,0.6639276606778566,0.12832867466927622
Vehicle Detection (Metro),8.200258963945174,5.466839309296783,0.19047014484037786,0.28261447607107215
Vehicle Detection (Bus),3.5368680598410136,4.207484615825082,0.6023652168464128,0.2468428791976052
Vehicle Detection (Bus),3.7550955521409928,3.6761593540906485,0.7450492323977227,0.23626147663447658
Route Detection,6.781923915836763,3.9182426567236766,0.08292350149945858,0.26634599716825047
Vehicle Detection (Metro),6.988635254403361,4.659090169602241,0.569624701433319,0.21985065003428994
Vehicle Detection (Tram),5.999576092576939,3.999717395051293,0.8921822612104318,0.346400669651354
Route Detection,4.761938937462345,3.483338134470957,0.3164725285119574,0.33975391468691135
Route Detection,6.814918529411054,3.93455708349812,0.15144788799142012,0.1668278268194005
Vehicle Detection (Metro),7.756032879443426,5.170688586295618,0.9828583696104578,0.4546038427298948
Pedestrian Detection,1.6893337782459557,0.9850915322779842,0.7826930924243753,0.22903391985057964
Route Detection,4.4532955609632126,2.5710865828667173,0.2025177522359054,0.21164134852032584
Vehicle Detection (Tram),7.053390001019443,4.702260000679629,0.44592076691256133,0.23520729385140154
Vehicle Detection (Tram),7.889617964696544,5.2597453097976965,0.5608580830231442,0.47696054100476
Vehicle Detection (Metro),8.805651971972415,5.87043464798161,0.2851758399063521,0.35585083824222685
Vehicle Detection (Bus),4.140244143518631,2.3903480066548384,0.25180238568020535,0.10290979421379946
Vehicle Detection (Metro),8.686288657331302,5.790859104887534,0.4443797169059276,0.059751232727599926
Vehicle Detection (Bus),3.4837110323826943,2.443179778143762,0.6462407795261832,0.28507529658641445
Route Detection,5.949588354735551,5.8245215280286615,0.20219350089714264,0.08747049683979816
Vehicle Detection (Tram),7.9830806428509495,5.322053761900633,0.9123704645120291,0.46377854142887925
Vehicle Detection (Metro),8.603974894993325,5.735983263328883,0.2817796650289436,0.36052886093398256
Pedestrian Detection,2.791179111159841,2.4322762539662235,0.6077676444931828,0.28518933620483994
Pedestrian Detection,2.855009678953813,2.4878991889837994,0.2415961209491024,0.2428008756694761
Vehicle Detection (Tram),5.790139345090293,3.860092896726862,0.6440683894307628,0.4472490893835004
Vehicle Detection (Bus),5.781764042497606,3.854509361665071,0.6829193299675015,0.3570269905988548
Vehicle Detection (Tram),6.427643014427037,4.285095342951358,0.4986761203402773,0.48853976073592603
Route Detection,5.534183602861358,3.2271167932904863,0.7549243931453185,0.08596203046516417
Pedestrian Detection,1.6646158640717226,1.2176594439189417,0.41851960415389433,0.17741319891064533
Vehicle Detection (Bus),5.567862393768973,3.7119082625126487,0.919271918931388,0.06074056498240253
Vehicle Detection (Tram),6.648432481612974,4.432288321075316,0.8125761945369232,0.38167504207690395
Pedestrian Detection,3.586573442516184,3.7368732848859847,0.13752307877895645,0.1591292944023843
Vehicle Detection (Metro),7.8116529248396125,5.207768616559742,0.667246809501882,0.11719045405830394
Route Detection,5.3751310744491025,10.221863761107457,0.5926769295392762,0.2675209625537426
Vehicle Detection (Tram),5.835568999166668,3.8903793327777785,0.944282600727774,0.2385881993868626
Pedestrian Detection,1.3464557960883905,0.7851510580049346,0.2907156094982426,0.05990810560767961
Pedestrian Detection,3.001688941486332,1.7342196401353105,0.4729767892671417,0.236433286737379
Vehicle Detection (Bus),6.56800157584475,4.378667717229834,0.3339687729463163,0.49547223928032386
Vehicle Detection (Metro),8.766621531668127,5.844414354445418,0.7468515511056653,0.16203555400235153
Vehicle Detection (Tram),7.534035673391637,5.022690448927758,0.908814433984488,0.07373894840393198
Vehicle Detection (Metro),6.2436321699625505,4.162421446641701,0.38814678275571757,0.3559849717309254
Vehicle Detection (Metro),6.513559945937381,4.342373297291587,0.3526167734828518,0.20907902452974964
Vehicle Detection (Metro),6.143535443023206,4.0956902953488035,0.5847289832972711,0.49871292318896254
Route Detection,5.185067558913735,3.7928549263165072,0.21643760126757333,0.11015008758269505
Vehicle Detection (Tram),6.9795901522880035,4.653060101525336,0.9680546724145702,0.2440397545579716
Route Detection,6.937605809978136,6.791769780346502,0.3221503159417367,0.17722567495109443
Vehicle Detection (Bus),3.846222293869401,2.2221470553347054,0.34778143033865166,0.17667183998458982
Vehicle Detection (Tram),6.944912263612288,4.629941509074858,0.25049766709432664,0.4326397712923842
Vehicle Detection (Bus),5.7697640496714575,3.846509366447638,0.2292276702448421,0.18172989235145826
Vehicle Detection (Metro),6.67812533339224,4.452083555594826,0.18224104655254353,0.4264372598637693
Vehicle Detection (Bus),5.392127212921022,3.594751475280681,0.6513239889814683,0.2567825049512196
Vehicle Detection (Bus),4.051037664377169,2.340478716296311,0.45527290756063626,0.06573270648181047
Route Detection,6.455157188590462,7.679103122932985,0.5125763531661626,0.3374366491223905
Vehicle Detection (Metro),8.521318399158387,5.680878932772258,0.37645591468342454,0.41071606499870195
Route Detection,5.12336617717352,9.743083533400362,0.2590491117655489,0.04410323113061891
Vehicle Detection (Bus),3.734407304255176,2.6189969042490695,0.6448594946009121,0.23373268436018552
Vehicle Detection (Metro),7.353865247452282,4.902576831634854,0.8174313462980235,0.3286256169370248
Pedestrian Detection,3.169643996858399,2.2229197671836385,0.6185022784645696,0.1760860922508661
Route Detection,6.328956450762005,12.035749397292953,0.5737517121505068,0.2639024884673999
Vehicle Detection (Bus),3.1447421540062375,2.740376508069223,0.36585147323368866,0.25743073493726504
Vehicle Detection (Tram),7.019833869745577,4.679889246497051,0.7876985486517637,0.3848339073342462
Vehicle Detection (Tram),7.615125463678849,5.076750309119233,0.9400130558888253,0.07173124586997372
Route Detection,6.345297915918692,6.611205555016954,0.3539604710310553,0.33160323263541025
Vehicle Detection (Tram),7.123331593986638,4.748887729324426,0.9710924798898197,0.4819049718862233
Vehicle Detection (Bus),5.775679157293323,3.850452771528882,0.5455345681975781,0.191861995743628
Vehicle Detection (Bus),5.249760457915165,3.4998403052767766,0.1583160453578896,0.1108037561212068
Vehicle Detection (Bus),3.511421850124072,3.658572371095215,0.7812696723215988,0.2884337104849938
Route Detection,6.232517049294143,4.370959439582743,0.7363869892161758,0.09748694299534073
Route Detection,5.221993941393628,3.8198664184732753,0.3845488185383821,0.29389127443976265
Vehicle Detection (Tram),5.401464284825919,3.600976189883946,0.5680813730171553,0.14540939302200195
Vehicle Detection (Bus),6.472356213813663,4.314904142542442,0.8730893677730931,0.17559916908174428
Vehicle Detection (Tram),5.0693683508420815,3.3795789005613877,0.9350907861094317,0.09793608699382045
Vehicle Detection (Metro),6.069063793363378,4.046042528908919,0.4818413351519467,0.16809691230437648
Vehicle Detection (Tram),6.279779305707798,4.186519537138532,0.5202647368404278,0.37003160270062346
Pedestrian Detection,3.6534464214187734,3.8065486595428926,0.12529254176020518,0.14569007556528718
Route Detection,4.21769205677444,2.4367629502872767,0.3596762142052685,0.25649588199734563
Vehicle Detection (Bus),5.705882348639388,3.8039215657595924,0.4830417857365311,0.28660504775607554
Vehicle Detection (Bus),5.896144065198235,3.9307627101321567,0.6807408754138569,0.3025445489414775
